nomCru	country_label	subregion_label	area_label	label	millesime	volume	date_achat	prix	cote	quantite_courante	quantite_achat	garde_min	garde_max	garde_optimum	suggestion	comment	lieu_achat	canal_vente
Domaine Daniel Barraud - En crèches	France	Bourgogne	Saint Véran	blanc	2007	75 cl	2009-04-03	8.8	8.8	0	3	3	6	0		La parcelle est exposée au Sud-Est, dans une cuvette chaude et abritée. Le sol est un calcaire blanc. 80 % de la production est élevée en fût de chêne tandis que le reste l'est en cuve.. C'est un vin fruité, agréable en bouche. Il est minéral et a des arô		Non défini
Domaine Daniel Barraud - Les Crays Vieilles Vignes	France	Bourgogne	Pouilly-Fuissé	blanc	2007	75 cl	2009-04-03	18.5	18.5	0	3	3	15	0		Accroché à la Roche de Vergisson, ce coteau plein sud apporte soleil et richesse à ce vin.. Minéral, calcaire, bouche suave, c'est un vin délicat à suivre de près.		Non défini
Domaine de Bellivière - Calligramme	France	Vallée de la Loire	Jasnières	blanc	2008	75 cl	2010-04-09	22	22	0	3	4	15	7	fruits de mer plutôt fin voire avec un curry selon les années	- Carafer de préférence 1h avant. - Servir à 9-13°C.. 	en direct du producteur, primeurs	En direct du producteur
Domaine de Bellivière - Calligramme	France	Vallée de la Loire	Jasnières	blanc	2006	75 cl	2015-05-14	28	28	0	3	4	15	4		blanc sec sur ce millésime	par Franck	Caviste
Domaine de Bellivière - Calligramme	France	Vallée de la Loire	Jasnières	blanc	2014	75 cl	2015-11-22	29	29	1	6	4	20	12		commandé directement en primeur total 366 déjà réglé 183 solde à réception	commandé au domaine en primeur	En direct du producteur
Domaine de Bellivière - Calligramme	France	Vallée de la Loire	Jasnières	blanc	2024	75 cl	2025-08-02	31.5	31.5	3	3	4	15	4			Primeurs Bellivière 2024	En direct du producteur
Domaine de Bellivière - Franc de pied	France	Vallée de la Loire	Jasnières	blanc	2015	75 cl	2016-10-24	35	35	1	3	2	10	8	- Accord mets: homard sauce xérès et cacao. . - A boire dans les 8 à 10 ans. . - Ouvrir et servir entre 10° et 12°, voire légèrement carafé.	Achat en primeur - reste 153 à payer. 2ème millésime pour ce franc de pied (2009 - 2015). 	Achats en primeur	En direct du producteur
Domaine de Bellivière - Haut Rasné	France	Vallée de la Loire	Côteaux du Loir	blanc moëlleux	2002	75 cl	2013-07-27	20	20	0	2	10	20	10			Domaine de Bellivière, Lhomme	Non défini
Domaine de Bellivière - Hommage à Louis Derré	France	Vallée de la Loire	Côteaux du Loir	blanc	2011	75 cl	2013-07-27	29	29	0	3	10	15	10			Domaine de Bellivière, Lhomme	En direct du producteur
Domaine de Bellivière - Hommage à Louis Derré	France	Vallée de la Loire	Côteaux du Loir	rouge	2015	75 cl	2016-10-24	24.5	24.5	0	3	3	10	5	- Service: à carafer une bonne heure avant de servir à 18°C.. - Accord Mets: perdreaux et faisans en cocotte. Accord avec un ossau iraty (fromage de brebis de haute montagne) affiné deux ans (accord de Mme Abadie, L?Amphitryon à Lorient)	La cuvée « Hommage à Louis Derré » est une cuvée créée en 2000 provenant des vignes âgées de 80 à 100 ans. Cette cuvée allie le travail d'extraction habituel à la concentration et la complexité liées à l'âge des vignes.	Achats en primeur	En direct du producteur
Domaine de Bellivière - Hommage à Louis Derré	France	Vallée de la Loire	Côteaux du Loir	rouge	2011	75 cl	2013-07-27	29	29	1	1	3	10	3			sur place	En direct du producteur
Domaine de Bellivière - L'Effraie	France	Vallée de la Loire	Côteaux du Loir	blanc	2004	75 cl	2009-04-15	16	16	0	1	10	40	0	Ouvrir 1h avant - Servir en carafe à 13°C. Accord mets : en apéritif, rougets grillés à l'huile de noix,.   carpaccio de poisson blanc.	Robe or clair, éclatante et limpide. Nez floral et fruité, livrant des parfums de poire, de magnolia et des notes de rhubarbe. Bouche très bien structurée, qui prend ses aises sur des arômes de maracuja et de kaki, avec des notes de bois blond. Finale trè		Non défini
Domaine de Bellivière - L'Effraie	France	Vallée de la Loire	Côteaux du Loir	blanc	2014	75 cl	2015-11-22	15	15	0	6	3	10	7		achat en primeur total commande 366 déjà réglé 183 reste à la livraison	commandé au domaine en primeur	En direct du producteur
Domaine de Bellivière - L'Effraie	France	Vallée de la Loire	Côteaux du Loir	blanc	2024	75 cl	2025-08-02	18.5	18.5	3	3	3	10	3			Primeurs Bellivière 2024	En direct du producteur
Domaine de Bellivière - Le Rouge-Gorge	France	Vallée de la Loire	Côteaux du Loir	rouge	2008	75 cl	2010-04-09	10.2	10.2	0	3	3	10	5		- Ouvrir à l'avance. Carafer de préférence.. - Servir de 12 à 15°C.. - Accord mets: terrine d'agneau aux herbes et aromates à la truffe,.   pigeon, pintade, fromages, salade de fruits rouges.	en direct du producteur, primeurs	En direct du producteur
Domaine de Bellivière - Le Rouge-Gorge	France	Vallée de la Loire	Côteaux du Loir	rouge	2010	75 cl	2013-07-27	19	19	0	6	3	10	5		apogée 2015 2018	Domaine de Bellivière, Lhomme	En direct du producteur
Domaine de Bellivière - Les Rosiers	France	Vallée de la Loire	Jasnières	blanc	2005	75 cl	2008-08-01	20.85	20.85	0	1	4	15	0	avec une viande blanche	Saveurs d'ici et là, Annecy		Non défini
Domaine de Bellivière - Les Rosiers	France	Vallée de la Loire	Jasnières	blanc	2008	75 cl	2010-04-10	13	13	0	2	4	15	7			primeurs domaine Bellivière	En direct du producteur
Domaine de Bellivière - Les Rosiers	France	Vallée de la Loire	Jasnières	blanc	2011	75 cl	2013-07-27	21	21	0	2	4	15	4			Domaine de Bellivière, Lhomme	En direct du producteur
Domaine de Bellivière - Les Rosiers	France	Vallée de la Loire	Jasnières	blanc	2007	75 cl	2015-05-14	19	19	0	3	4	15	4		blanc sec sur ce millésime	par Franck	Caviste
Domaine de Bellivière - Les Rosiers	France	Vallée de la Loire	Jasnières	blanc	2014	75 cl	2015-11-22	17	17	0	6	4	15	8		commandé directement en primeur total 366 déjà réglé 183 solde à réception	commandé au domaine en primeur	En direct du producteur
Domaine de Bellivière - Les Rosiers	France	Vallée de la Loire	Jasnières	blanc	2015	75 cl	2016-10-24	17.5	17.5	0	3	4	15	12		Achat en primeur - reste 153 à payer	Achats en primeur	En direct du producteur
Domaine de Bellivière - Les Rosiers	France	Vallée de la Loire	Jasnières	blanc	2024	75 cl	2025-08-02	21	21	3	3	4	15	4			Primeurs Bellivière 2024	En direct du producteur
Domaine de Bellivière - Vieilles Vignes Eparses	France	Vallée de la Loire	Côteaux du Loir	blanc	2008	75 cl	2010-04-09	16	16	0	3	3	10	5	"2007	Type :	Sec. 	Accords :	Bouillon de Merlin l'Enchanteur, foie gras, citrouille et palourdes / Coquilles St Jacques de plongée en acidulées d'agrumes (Maison Richeux - Olivier Roellinger - Cancale)"	- Ouvrir 1h avant.. - Servir en carafe à 9-10°.. - Accord mets: apéritif, asperges, un poulet de Bresse rôti.   avec des champignons des bois, brochet au beurre blanc.	en direct du producteur, primeurs	En direct du producteur
Domaine de Bellivière - Vieilles Vignes Eparses	France	Vallée de la Loire	Côteaux du Loir	blanc	2015	75 cl	2016-10-24	24	24	0	3	3	15	10		Achat en primeur - reste 153 à payer	Achats en primeur	En direct du producteur
Domaine de Bellivière - Vieilles Vignes Eparses	France	Vallée de la Loire	Côteaux du Loir	blanc	2024	75 cl	2025-08-02	31.5	31.5	3	3	3	10	7			Primeurs Bellivière 2024	En direct du producteur
Domaine de Beudon - Cuvée Antique	Suisse	Valais	Valais	blanc	2008	75 cl	2010-12-22	16	16	0	1	1	10	1		carafer 12 heures avant surtout si jeune	Lavinia	Caviste
Domaine de Beudon - Dôle -  Pinot Gamay	Suisse	Valais	Fully	rouge	2014	75 cl	2018-06-09	24	24	0	1	1	5	1			lav	Non défini
Domaine de Beudon - Fendant	Suisse	Valais	Valais	blanc	2004	75 cl	2018-06-09	21.5	21.5	0	3	1	20	1			Lavinia Genève	Caviste
Domaine de Beudon - Fendant	Suisse	Valais	Valais	blanc	2008	75 cl	2021-03-13	0	0	0	1	1	5	1			Offert par Michel Giannelli suite sortie VTT	Cadeau
Domaine de Beudon - Riesling Sylvaner	Suisse	Valais	Fully	blanc	2005	75 cl	2018-06-09	21.5	21.5	1	3	1	15	1			Lavinia Genève	Non défini
Domaine de Beychevelle	France	Bordeaux	Bordeaux	rouge	2000	1,5 l	2025-01-19	0	0	0	1	3	5	3			Cave papa	Non défini
Domaine de Brignac, Grenache Gris	France	Languedoc-Roussillon	Vin de Pays d'Oc	rosé	2011	75 cl	2013-08-11	0	10	0	1	1	3	1			?	Grande surface
Domaine de Chèrouche - plan d'Aoste Buitonnaz	Suisse	Valais	Ayent	blanc	2015	75 cl	2017-11-01	45	45	0	1	3	5	3		Vin nature, à ouvrir en noeud lunaire, jour fleur ou fruit, pour savoir quel jour est quoi chercher sur le net ex. https://www.aujardin.info/calendrier/calendrier-lunaire.php	Lavinia Genève	Non défini
Domaine de Chevalier	France	Bordeaux	Pessac-Léognan	rouge	2003	75 cl	2009-09-10	36.42	36.42	0	3	6	27	0	Carrefour online lors de la foire 09-2009	grande robe, nez magnifique de très haute maturité du raisin, réglissé, corps intense, raffinement remarquable du tanin, vin remarquable.. Entre 2009 et 2030. 18,5/20  B&amp;D		Non défini
Domaine de Chevalier	France	Bordeaux	Pessac-Léognan	rouge	2011	75 cl	2022-11-20	44	44	1	5	4	18	4			racheté à Pierre lors de son déménagement	Achat à un particulier
Domaine de Chevalier	France	Bordeaux	Pessac-Léognan	rouge	2019	75 cl	2020-07-06	59	59	3	3	4	18	4		primeurs 2019 vàlap livraison début 2022 voir facture cf drive famille /Factures_achats/primeurs bordeau 2019 va?lap.pdf	primeurs bordeaux vàlap	Achat sur Internet
Domaine de Cristia	France	Vallée du Rhône	Côtes du Rhône Villages	rouge	2015	75 cl	2017-03-18	0	1	1	1	2	5	2			offert par Eric pour mes 48 ans	Non défini
Domaine de Cristia	France	Vallée du Rhône	Châteauneuf du Pape	rouge	2014	75 cl	2017-03-18	0	0	1	1	3	10	3			offert par Eric pour mes 48 ans	Cadeau
Domaine de Foncalpre	France	Sud-Ouest	Monbazillac	blanc liquoreux	1988	75 cl	2012-03-24	21.6	21.6	1	2	3	40	25			foire aux vins Cruseilles 03-2012	Salon de vignerons
Domaine de Foncalpre	France	Sud-Ouest	Monbazillac	blanc liquoreux	1995	75 cl	2012-03-24	18.6	18.6	0	1	3	40	25			foire aux vins Cruseilles 03-2012	Salon de vignerons
Domaine de Foncalpre	France	Sud-Ouest	Monbazillac	blanc liquoreux	1990	75 cl	2018-04-22	27	27	1	2	3	20	3			Foire aux vins de Cruseilles 2018	En direct du producteur
Domaine de Foncalpre	France	Sud-Ouest	Monbazillac	blanc liquoreux	1989	75 cl	2018-04-22	28	28	1	2	3	20	3			Foire aux vins de Cruseilles 2018	En direct du producteur
Domaine de Grézille - Chenin blanc	France	Vallée de la Loire	Autre appellation	blanc	2020	75 cl	2021-10-17	0	0	1	1	1	5	1		par Franck	Diotvino	Non défini
Domaine de Grézille - Cuvée Saint-André	France	Vallée de la Loire	Anjou	rouge	2007	75 cl	2021-10-17	29	29	1	2	1	20	1		par Franck	Diotvino	Achat sur Internet
Domaine de Grézille - La galopinière	France	Vallée de la Loire	Anjou	blanc	2003	75 cl	2021-10-17	33	33	1	2	3	25	3		par Franck	diotvino	Achat sur Internet
Domaine de Hautes-pommières - Cuvée Sillons Merlot	France	Provence-Corse	Côtes de Provence	rouge	2023	75 cl	2024-11-24	0	10	1	1	2	6	2			Offert avec la BMW 120	Cadeau
Domaine de Hautes-pommières - Noun rosé	France	Provence-Corse	Côtes de Provence	rosé	2023	75 cl	2024-11-24	0	10	2	2	1	5	1		Garage Rossi	Offert avec la BMW 120	Cadeau
Domaine de l'Echelette-- Mâcon Cruzille	France	Bourgogne	Mâcon Villages	blanc	2023	75 cl	2024-09-27	9.9	9.9	1	1	1	3	1			Cave des 2 Roches, 71 Prissé	Caviste
Domaine de la Biscarelle	France	Vallée du Rhône	Châteauneuf du Pape	rouge	2011	75 cl	2013-03-24	17	17	2	3	5	15	5			salon des vins de Cruseilles	Salon de vignerons
Domaine de la Chanaise - Dominique Piron	France	Beaujolais	Morgon	rouge	2014	75 cl	2016-04-24	0	12	0	1	3	5	4	plats à base de viande : gibiers à plume, volailles, grillades, viandes en sauces et quelques fromages.	A 200-300m d?altitude, ces vignes de plus de 50 ans s?épanouissent sur des sous-sols de « roche pourrie » riche en oxyde de fer, et en schistes.. . Age moyen des vignes : + de 50ans. Cépage : 100% Gamay noir	offert par Alain et Paula	Cadeau
Domaine de la Chapelle	France	Bourgogne	Chablis	blanc	2007	75 cl	2008-03-21	6.9	6.9	0	2	3	8	0		Aldi		Non défini
Domaine de la Combe	France	Sud-Ouest	Saussignac	blanc liquoreux	2001	75 cl	2010-04-03	10	10	0	3	5	50	5			foire aux vins de Cruseilles	Salon de vignerons
Domaine de la Martinsbourg	France	Alsace et Lorraine	Alsace Riesling	blanc	2007	75 cl	2008-09-11	4.9	4.9	0	2	2	8	0		FAV Carrefour 2008		Non défini
Domaine de la Mermière - Chasselas vieilles vignes	Suisse	Genève	Genève	blanc	2020	75 cl	2021-12-20	0	0	0	1	1	5	1			Offert par la CdC 12.2021	Cadeau
Domaine de la Perruche	France	Vallée de la Loire	Saumur-Champigny	rouge	2008	75 cl	2009-10-03	5.75	5.75	0	2	1	7	0		FAV Carrefour Market 10-2009		Non défini
Domaine de la Pinte - Blanc Brut	France	Jura	Crémant du Jura	blanc effervescent	-0	75 cl	2011-11-26	9	9	0	2	1	5	1		très sec. 80% Chardonnay 20% Savagnin	Arbois	En direct du producteur
Domaine de la Pinte - Melon à Queue Rouge	France	Jura	Arbois-Pupillin	blanc	2008	75 cl	2011-11-26	16	16	0	3	2	8	2		variété de Chardonnay plus aromatique	Arbois	En direct du producteur
Domaine de la Taille aux Loups - Clos de la Bretonnière	France	Vallée de la Loire	Vouvray	blanc	2011	75 cl	2013-01-21	15	15	0	3	3	8	3		Un vouvray strict et tendu qui fera merveille sur toutes les viandes blanches rôties et un poisson à la crème.	idealwine	Achat sur Internet
Domaine de la Taille aux Loups - Clos Mosny	France	Vallée de la Loire	Montlouis-sur-Loire	blanc	2011	75 cl	2013-01-21	18	18	0	3	2	10	2		Un chenin minéral qui accompagnera bien la viande de veau mais aussi de volailles ou du poisson à la crème.	idealwine	Achat sur Internet
Domaine de la Taille aux Loups Cuvée Rémus	France	Vallée de la Loire	Montlouis-sur-Loire	blanc	2011	75 cl	2013-01-21	12.5	12.5	0	3	3	7	3		Un chenin fin et délicat qu?on pourra placer à l?apéritif ou un poisson à la crème ou une blanquette de veau.	idealwine	Achat sur Internet
Domaine de la Terre Promise	France	Savoie, Dauphiné et Bugey	Vin de Savoie Apremont	blanc	2006	75 cl	2008-01-12	4.6	4.6	0	2	1	4	0	Fondue	Carrefour		Non défini
Domaine de Miscaron	France	Savoie, Dauphiné et Bugey	Vin de Savoie Chignin-Bergeron	blanc	2009	75 cl	2010-03-14	0	0	0	12	1	10	5		offert par C+JC pour mon anniversaire (41 ans)	Tormery	Cadeau
Domaine de Montcy	France	Vallée de la Loire	Cour-Cheverny	blanc	2013	75 cl	2015-06-21	0	0	0	1	2	5	2			fête des pères 2015 - saveurs d'ici et d'ailleurs	Cadeau
Domaine de Montcy	France	Vallée de la Loire	Cheverny	rouge	2013	75 cl	2016-01-16	0	0	0	1	2	5	2			cadeau de Nath	Epicerie fine
Domaine de Montcy - Louis de la Saussaye	France	Vallée de la Loire	Cheverny	rouge	2011	75 cl	2015-06-21	0	0	0	1	2	5	2			fête des pères 2015 - saveurs d'ici et d'ailleurs	Cadeau
Domaine de Montille - 1er cru Perrières	France	Bourgogne	Beaune	rouge	2018	75 cl	2021-04-22	51.9	51.9	2	3	4	12	4			le carré des vins	Achat sur Internet
Domaine de Montille - Beaune 1er cru les Aigrots	France	Bourgogne	Beaune	blanc	2018	75 cl	2021-04-22	44.9	44.9	1	3	1	10	1			le carré des vins	Achat sur Internet
Domaine de Mourchon	France	Vallée du Rhône	Châteauneuf du Pape	rouge	2010	75 cl	2014-10-23	25	25	0	3	3	14	8			Seguret	En direct du producteur
Domaine de Mourchon - Family Reserve	France	Vallée du Rhône	Côtes du Rhône Villages	rouge	2010	75 cl	2014-10-23	22.5	22.5	1	3	2	10	7				Non défini
Domaine de Mourchon Grande Réserve	France	Vallée du Rhône	Séguret	rouge	2012	75 cl	2014-10-23	16.5	16.5	1	6	2	5	2			Seguret	En direct du producteur
Domaine de Papolle - Gros Manseng	France	Sud-Ouest	Vin de Pays des Côtes de Gascogne	blanc moëlleux	2009	75 cl	2014-08-13	0	0	0	1	1	5	5		à boire rapidement pour garder la fraicheur	offert par Eric	Cadeau
Domaine de Perréou - Prémices d'Hiver	France	Sud-Ouest	Vin de Pays des Côtes de Gascogne	blanc moëlleux	-0	75 cl	2025-03-02	0	0	2	2	1	5	1			Récupéré dans la cave de papa	Non défini
Domaine de Sigalière - L'Hélianthème	France	Languedoc-Roussillon	Vin de Pays d'Oc	blanc	2004	75 cl	2008-10-06	6.95	6.95	0	3	4	7	0	Apéritif ? Poissons blancs - Fromages (recommandé avec du cantal) - viandes blanches - coquillages	Argilo-marno calcaire fin jurassique , début crétacé. Bien oxygéner, 14 / 16 ° semble la bonne température pour apprécier la palette aromatique de cette cuvée 		Non défini
Domaine de Tanella - Le clos Marc Aurèle	France	Provence-Corse	Vin de Corse Figari	rouge	2004	75 cl	2008-10-30	12	12	0	3	5	8	0	peut être bu maintenant, peut aussi attendre 3 ou 4 ans	Vignerons indépendants Lyon		Non défini
Domaine de Tanella Cuvée Alexandra Cuvée Prestige	France	Provence-Corse	Vin de Corse Figari	rouge	2001	75 cl	2008-09-05	0	0	0	3	4	10	0	Température :  16 à 17°C . Carafage :  Une heure avant le service . . Volailles/Gibiers à plumes :  Canard aux olives, Bécasses flambées . Viandes/Gibiers à poils :  Gigot d'agneau rôti, Civet de marcassin, Agneau grillé aux herbes de Provence . Pâtes/Riz/Légumes :  Risotto aux champignons, Aubergines à la parmesane . Cuisine étrangère :  Osso buco alla milanese . 	Le domaine de Tanella créé en 1965 occupe 57 ha. Les cépages locaux corse qu'utilise la domaine produisent des vins étonnants et très plaisant. Cette cuvée Alexandra est née en 1996, en hommage à la fille du vigneron née la même année. Contrairement à la 		Non défini
Domaine de Tanella Cuvée Alexandra Cuvée Prestige	France	Provence-Corse	Vin de Corse Figari	rouge	2004	75 cl	2008-10-30	12	12	0	3	5	10	0	Attendre 2009 Voire 2010	Vignerons indépendants Lyon		Non défini
Domaine de Tanella Cuvée Alexandra Cuvée Prestige	France	Provence-Corse	Vin de Corse Figari	rouge	2007	75 cl	2011-10-08	0	0	0	1	2	5	2			pour Véro	Salon de vignerons
Domaine de Thalabert - Paul Jaboulet	France	Vallée du Rhône	Crozes-Hermitage	rouge	2016	75 cl	2020-10-18	0	0	0	1	4	10	4			Offert par Alex et Nico	Cadeau
Domaine de Tudery - Les Capitelles	France	Languedoc-Roussillon	Saint Chinian	rouge	2003	75 cl	2007-12-25	0	0	0	1	3	8	0				Non défini
Domaine de Vens - Jacquère	France	Savoie, Dauphiné et Bugey	Vin de Savoie	blanc	2011	75 cl	2013-06-16	0	12.7	0	2	1	4	1			Fête des pères 2013	Cadeau
Domaine de Vens - Mondeuse noire	France	Savoie, Dauphiné et Bugey	Vin de Savoie	rouge	2011	75 cl	2013-06-16	0	13.5	2	2	2	5	2			Fête des pères 2013	Cadeau
Domaine Deleuze-Rochetin - Saba Grande Vigne	France	Languedoc-Roussillon	Vin de Pays d'Oc	rouge	2013	75 cl	2015-08-09	0	0	0	1	1	3	1		acheté en direct	offert par Cécile Dekeyser	Cadeau
Domaine des 3 étoiles - Peissy fruité	Suisse	Genève	Peissy	blanc moëlleux	2018	75 cl	2021-01-23	0	10	0	1	1	5	1			cadeau fin d'année 2020 CdC	Cadeau
Domaine des Ardoisières - Schiste	France	Savoie, Dauphiné et Bugey	Vin de Pays d'Allobrogie	blanc	2006	75 cl	2009-02-14	18	18	0	1	2	7	0	sur fruits de mer &quot;nature&quot;, vu le coté minéral (pas trop de sauce type crème)	La java des flacons Annecy le vieux.. très minéral, gagne en vieillissant mais bon à boire 		Non défini
Domaine des Béguineries - Cuvée du Vent Fleuri	France	Vallée de la Loire	Chinon	blanc	2007	75 cl	2010-07-19	10.5	10.5	0	3	1	15	1		ATTENTION C'EST UN VIN SEC !!!	chez le producteur	En direct du producteur
Domaine des Béguineries - Cuvée du Vent Fleuri	France	Vallée de la Loire	Chinon	blanc	2008	75 cl	2010-07-19	8.5	8.5	0	3	1	10	4			chez le producteur	En direct du producteur
Domaine des Béguineries - Cuvée Elise	France	Vallée de la Loire	Chinon	rouge	2005	75 cl	2010-07-19	11	11	0	3	1	10	1			chez le producteur	En direct du producteur
Domaine des Béguineries - Cuvée Elise	France	Vallée de la Loire	Chinon	rouge	2002	75 cl	2010-07-19	9.25	9.25	0	3	1	10	1			chez le producteur	En direct du producteur
Domaine des Béguineries - Eveil des sens	France	Vallée de la Loire	Chinon	rouge	2009	75 cl	2010-07-19	0	0	0	1	1	5	1			chez le producteur	En direct du producteur
Domaine des Crais, Hippocrate	France	Bourgogne	Saint Véran	blanc	2023	75 cl	2024-09-27	17.1	17.1	1	1	2	7	2			Cave les 2 Roches, 71 Prissé	Caviste
